target,model,fold,row_index,round_number,timestamp,actual_multiplier,actual,probability,predicted,baseline_probability,majority_prediction,warning
2.00,majority,1,4086,4187,2026-08-08 14:22:32,14.94,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4087,4188,2026-08-08 14:23:06,8.82,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4088,4189,2026-08-08 14:23:18,1.4,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4089,4190,2026-08-08 14:23:41,3.51,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4090,4191,2026-08-08 14:23:51,1.17,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4091,4192,2026-08-08 14:24:04,1.52,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4092,4193,2026-08-08 14:24:43,12.81,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4093,4194,2026-08-08 14:25:01,2.33,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4094,4195,2026-08-08 14:25:19,2.3,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4095,4196,2026-08-08 14:25:39,2.76,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4096,4197,2026-08-08 14:26:02,3.36,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4097,4198,2026-08-08 14:26:29,5.16,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4098,4199,2026-08-08 14:26:51,2.92,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4099,4200,2026-08-08 14:27:03,1.43,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4100,4201,2026-08-08 14:27:11,1.0,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4101,4202,2026-08-08 14:27:21,1.18,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4102,4203,2026-08-08 14:27:43,3.2,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4103,4204,2026-08-08 14:28:10,4.9,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4104,4205,2026-08-08 14:28:24,1.63,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4105,4206,2026-08-08 14:28:33,1.11,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4106,4207,2026-08-08 14:28:50,2.01,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4107,4208,2026-08-08 14:29:21,7.35,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4108,4209,2026-08-08 14:30:56,1345.36,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4109,4210,2026-08-08 14:31:28,7.23,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4110,4211,2026-08-08 14:31:38,1.23,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4111,4212,2026-08-08 14:31:48,1.2,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4112,4213,2026-08-08 14:32:57,150.01,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4113,4214,2026-08-08 14:33:25,5.59,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4114,4215,2026-08-08 14:34:10,21.46,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4115,4216,2026-08-08 14:34:39,5.5,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4116,4217,2026-08-08 14:34:49,1.22,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4117,4218,2026-08-08 14:35:31,14.21,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4118,4219,2026-08-08 14:35:56,4.03,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4119,4220,2026-08-08 14:36:09,1.59,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4120,4221,2026-08-08 14:37:00,35.41,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4121,4222,2026-08-08 14:37:11,1.28,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4122,4223,2026-08-08 14:37:50,12.8,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4123,4224,2026-08-08 14:38:01,1.32,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4124,4225,2026-08-08 14:38:09,1.0,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4125,4226,2026-08-08 14:38:38,5.68,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4126,4227,2026-08-08 14:39:17,13.04,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4127,4228,2026-08-08 14:39:34,2.04,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4128,4229,2026-08-08 14:40:02,5.2,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4129,4230,2026-08-08 14:40:11,1.12,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4130,4231,2026-08-08 14:40:34,3.41,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4131,4232,2026-08-08 14:40:50,2.04,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4132,4233,2026-08-08 14:41:05,1.69,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4133,4234,2026-08-08 14:42:02,62.28,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4134,4235,2026-08-08 14:42:31,5.69,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4135,4236,2026-08-08 14:42:43,1.44,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4136,4237,2026-08-08 14:42:52,1.07,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4137,4238,2026-08-08 14:43:20,1.24,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4138,4239,2026-08-08 14:43:41,2.98,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4139,4240,2026-08-08 14:44:23,16.2,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4140,4241,2026-08-08 14:44:34,1.32,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4141,4242,2026-08-08 14:44:44,1.23,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4142,4243,2026-08-08 14:44:57,1.5,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4143,4244,2026-08-08 14:45:14,1.99,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4144,4245,2026-08-08 14:46:04,32.86,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4145,4246,2026-08-08 14:46:54,34.39,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4146,4247,2026-08-08 14:47:12,2.23,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4147,4248,2026-08-08 14:47:29,2.17,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4148,4249,2026-08-08 14:47:46,2.08,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4149,4250,2026-08-08 14:47:56,1.14,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4150,4251,2026-08-08 14:48:09,1.51,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4151,4252,2026-08-08 14:48:22,1.56,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4152,4253,2026-08-08 14:48:36,1.62,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4153,4254,2026-08-08 14:49:15,13.22,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4154,4255,2026-08-08 14:49:39,3.93,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4155,4256,2026-08-08 14:49:55,1.84,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4156,4257,2026-08-08 14:50:03,1.06,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4157,4258,2026-08-08 14:50:33,6.0,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4158,4259,2026-08-08 14:50:55,3.17,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4159,4260,2026-08-08 14:51:08,1.41,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4160,4261,2026-08-08 14:51:21,1.56,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4161,4262,2026-08-08 14:51:35,1.74,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4162,4263,2026-08-08 14:51:47,1.41,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4163,4264,2026-08-08 14:51:56,1.05,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4164,4265,2026-08-08 14:52:16,2.67,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4165,4266,2026-08-08 14:52:41,4.12,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4166,4267,2026-08-08 14:53:12,7.12,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4167,4268,2026-08-08 14:53:30,2.27,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4168,4269,2026-08-08 14:53:40,1.12,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4169,4270,2026-08-08 14:53:49,1.06,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4170,4271,2026-08-08 14:54:05,2.12,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4171,4272,2026-08-08 14:54:14,1.02,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4172,4273,2026-08-08 14:54:23,1.15,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4173,4274,2026-08-08 14:55:05,16.4,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4174,4275,2026-08-08 14:55:13,1.0,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4175,4276,2026-08-08 14:55:41,5.26,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4176,4277,2026-08-08 14:55:54,1.47,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4177,4278,2026-08-08 14:56:21,4.91,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4178,4279,2026-08-08 14:56:39,2.24,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4179,4280,2026-08-08 14:56:57,2.46,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4180,4281,2026-08-08 14:57:20,3.29,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4181,4282,2026-08-08 14:57:38,2.36,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4182,4283,2026-08-08 14:57:48,1.13,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4183,4284,2026-08-08 14:58:09,3.12,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4184,4285,2026-08-08 14:58:27,2.17,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4185,4286,2026-08-08 14:58:35,1.0,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4186,4287,2026-08-08 14:59:33,65.58,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4187,4288,2026-08-08 15:00:19,24.56,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4188,4289,2026-08-08 15:00:27,1.0,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4189,4290,2026-08-08 15:00:46,2.29,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4190,4291,2026-08-08 15:01:10,3.82,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4191,4292,2026-08-08 15:01:20,1.22,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4192,4293,2026-08-08 15:01:28,1.02,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4193,4294,2026-08-08 15:01:55,4.78,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4194,4295,2026-08-08 15:02:24,5.64,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4195,4296,2026-08-08 15:02:50,4.4,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4196,4297,2026-08-08 15:03:48,65.32,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4197,4298,2026-08-08 15:04:12,1.37,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4198,4299,2026-08-08 15:04:20,1.0,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4199,4300,2026-08-08 15:04:34,1.71,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4200,4301,2026-08-08 15:05:24,31.73,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4201,4302,2026-08-08 15:05:37,1.51,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4202,4303,2026-08-08 15:06:49,211.89,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4203,4304,2026-08-08 15:07:05,2.03,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4204,4305,2026-08-08 15:07:28,3.41,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4205,4306,2026-08-08 15:08:05,10.9,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4206,4307,2026-08-08 15:08:17,1.32,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4207,4308,2026-08-08 15:08:56,13.7,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4208,4309,2026-08-08 15:09:29,1.52,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4209,4310,2026-08-08 15:09:43,1.58,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4210,4311,2026-08-08 15:09:51,1.03,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4211,4312,2026-08-08 15:10:05,1.67,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4212,4313,2026-08-08 15:32:00,4.81,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4213,4314,2026-08-08 15:32:39,13.79,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4214,4315,2026-08-08 15:33:11,7.39,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4215,4316,2026-08-08 15:33:29,2.35,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4216,4317,2026-08-08 15:33:38,1.03,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4217,4318,2026-08-08 15:34:02,3.72,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4218,4319,2026-08-08 15:34:39,11.1,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4219,4320,2026-08-08 15:35:30,38.08,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4220,4321,2026-08-08 15:35:41,1.2,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4221,4322,2026-08-08 15:36:09,5.63,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4222,4323,2026-08-08 15:36:20,1.29,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4223,4324,2026-08-08 15:36:31,1.24,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4224,4325,2026-08-08 15:36:48,2.15,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4225,4326,2026-08-08 15:37:03,1.72,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4226,4327,2026-08-08 15:37:12,1.08,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4227,4328,2026-08-08 15:37:21,1.04,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4228,4329,2026-08-08 15:37:39,2.43,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4229,4330,2026-08-08 15:37:47,1.0,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4230,4331,2026-08-08 15:37:55,1.0,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4231,4332,2026-08-08 15:38:07,1.4,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4232,4333,2026-08-08 15:38:17,1.16,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4233,4334,2026-08-08 15:38:32,1.81,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4234,4335,2026-08-08 15:39:05,7.63,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4235,4336,2026-08-08 15:39:25,2.69,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4236,4337,2026-08-08 15:39:45,2.84,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4237,4338,2026-08-08 15:39:55,1.21,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4238,4339,2026-08-08 15:40:04,1.03,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4239,4340,2026-08-08 15:40:14,1.17,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4240,4341,2026-08-08 15:40:47,8.13,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4241,4342,2026-08-08 15:41:36,30.15,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4242,4343,2026-08-08 15:42:15,13.73,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4243,4344,2026-08-08 15:42:27,1.38,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4244,4345,2026-08-08 15:42:40,1.43,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4245,4346,2026-08-08 15:42:54,1.71,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4246,4347,2026-08-08 15:43:06,1.42,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4247,4348,2026-08-08 15:43:20,1.62,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4248,4349,2026-08-08 15:43:42,3.2,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4249,4350,2026-08-08 15:43:43,1.62,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4250,4351,2026-08-08 15:44:01,2.41,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4251,4352,2026-08-08 15:44:10,1.13,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4252,4353,2026-08-08 15:44:49,12.57,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4253,4354,2026-08-08 15:45:08,2.62,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4254,4355,2026-08-08 15:45:16,1.0,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4255,4356,2026-08-08 15:45:33,2.07,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4256,4357,2026-08-08 15:46:39,127.04,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4257,4358,2026-08-08 15:47:26,24.66,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4258,4359,2026-08-08 15:47:39,1.52,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4259,4360,2026-08-08 15:48:08,5.68,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4260,4361,2026-08-08 15:48:27,2.45,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4261,4362,2026-08-08 15:48:41,1.63,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4262,4363,2026-08-08 15:49:04,3.67,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4263,4364,2026-08-08 15:49:16,1.34,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4264,4365,2026-08-08 15:49:33,2.21,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4265,4366,2026-08-08 15:49:45,1.38,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4266,4367,2026-08-08 15:50:05,2.63,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4267,4368,2026-08-08 15:50:24,2.54,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4268,4369,2026-08-08 15:50:44,2.61,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4269,4370,2026-08-08 15:51:56,220.7,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4270,4371,2026-08-08 15:52:10,1.52,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4271,4372,2026-08-08 15:52:23,1.57,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4272,4373,2026-08-08 15:52:39,1.96,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4273,4374,2026-08-08 15:52:54,1.71,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4274,4375,2026-08-08 15:53:18,3.87,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4275,4376,2026-08-08 15:53:31,1.53,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4276,4377,2026-08-08 15:53:58,4.67,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4277,4378,2026-08-08 15:54:13,1.8,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4278,4379,2026-08-08 15:54:25,1.48,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4279,4380,2026-08-08 15:54:38,1.46,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4280,4381,2026-08-08 15:55:03,4.11,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4281,4382,2026-08-08 15:55:15,1.35,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4282,4383,2026-08-08 15:55:29,1.65,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4283,4384,2026-08-08 15:56:31,94.11,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4284,4385,2026-08-08 15:57:03,7.16,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4285,4386,2026-08-08 15:57:30,4.83,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4286,4387,2026-08-08 15:58:01,6.58,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4287,4388,2026-08-08 15:58:20,2.57,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4288,4389,2026-08-08 15:58:37,1.0,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4289,4390,2026-08-08 15:58:39,1.34,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4290,4391,2026-08-08 15:58:50,1.22,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4291,4392,2026-08-08 15:59:11,2.95,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4292,4393,2026-08-08 15:59:32,3.01,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4293,4394,2026-08-08 15:59:44,1.33,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4294,4395,2026-08-08 16:00:10,4.69,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4295,4396,2026-08-08 16:00:19,1.03,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4296,4397,2026-08-08 16:00:29,1.21,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4297,4398,2026-08-08 16:00:54,4.25,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4298,4399,2026-08-08 16:01:18,3.67,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4299,4400,2026-08-08 16:01:38,1.25,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4300,4401,2026-08-08 16:02:09,14.78,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4301,4402,2026-08-08 16:02:36,4.71,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4302,4403,2026-08-08 16:02:54,2.26,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4303,4404,2026-08-08 16:03:08,1.78,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4304,4405,2026-08-08 16:03:26,2.17,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4305,4406,2026-08-08 16:03:46,2.68,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4306,4407,2026-08-08 16:03:54,1.02,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4307,4408,2026-08-08 16:04:08,1.64,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4308,4409,2026-08-08 16:05:00,35.51,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4309,4410,2026-08-08 16:05:10,1.25,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4310,4411,2026-08-08 16:05:46,10.84,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4311,4412,2026-08-08 16:05:59,1.45,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4312,4413,2026-08-08 16:06:14,1.78,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4313,4414,2026-08-08 16:06:53,1.05,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4314,4415,2026-08-08 16:07:04,1.23,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4315,4416,2026-08-08 16:07:20,1.95,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4316,4417,2026-08-08 16:07:43,3.37,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4317,4418,2026-08-08 16:08:13,6.5,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4318,4419,2026-08-08 16:08:31,2.3,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4319,4420,2026-08-08 16:08:42,1.3,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4320,4421,2026-08-08 16:09:15,7.59,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4321,4422,2026-08-08 16:09:26,1.32,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4322,4423,2026-08-08 16:10:00,1.82,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4323,4424,2026-08-08 16:10:08,1.0,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4324,4425,2026-08-08 16:10:44,10.29,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4325,4426,2026-08-08 16:11:27,17.81,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4326,4427,2026-08-08 16:11:35,1.0,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4327,4428,2026-08-08 16:11:48,1.6,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4328,4429,2026-08-08 16:12:08,2.71,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4329,4430,2026-08-08 16:12:25,1.97,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4330,4431,2026-08-08 16:13:45,4.79,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4331,4432,2026-08-08 16:14:36,35.84,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4332,4433,2026-08-08 16:14:44,1.01,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4333,4434,2026-08-08 16:14:54,1.17,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4334,4435,2026-08-08 16:15:18,3.65,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4335,4436,2026-08-08 16:15:26,1.07,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4336,4437,2026-08-08 16:15:44,2.26,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4337,4438,2026-08-08 16:15:56,1.37,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4338,4439,2026-08-08 16:16:55,68.05,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4339,4440,2026-08-08 16:17:10,1.91,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4340,4441,2026-08-08 16:17:20,1.05,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4341,4442,2026-08-08 16:17:47,5.31,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4342,4443,2026-08-08 16:17:59,1.39,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4343,4444,2026-08-08 16:18:11,1.38,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4344,4445,2026-08-08 16:18:19,1.02,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4345,4446,2026-08-08 16:18:58,12.93,1,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4346,4447,2026-08-08 16:19:07,1.01,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4347,4448,2026-08-08 16:19:20,1.61,0,0.999999,1,0.5012236906510035,1,
2.00,majority,1,4348,4449,2026-08-08 16:19:41,2.88,1,0.999999,1,0.5012236906510035,1,
