checked_at,predicted_at,predicted_after_round_count,actual_round_count,actual_timestamp,model_version,candidate_model,predicted_label,minimum,maximum,probability,confidence,source,range_type,clear_signal,clear_reason,scored,actual_multiplier,correct
2026-08-08 22:18:40,2026-08-08 22:18:36,5479,5480,2026-08-08 22:18:40,adaptive-v7-actionable-range,baseline,1.00x TO 2.00x,1.00,2.00,0.496076,low,baseline,adaptive,0,wider range probability too low,1,1.19,1
2026-08-08 22:18:40,2026-08-08 22:18:36,5479,5480,2026-08-08 22:18:40,adaptive-v7-actionable-range,recent,1.20x TO 3.00x,1.20,3.00,0.508144,low,recent,adaptive,0,range has not beaten baseline,1,1.19,0
2026-08-08 22:18:40,2026-08-08 22:18:36,5479,5480,2026-08-08 22:18:40,adaptive-v7-actionable-range,pattern,1.50x TO 5.00x,1.50,5.00,0.497074,low,pattern,adaptive,0,range has not beaten baseline,0,1.19,
2026-08-08 22:18:40,2026-08-08 22:18:36,5479,5480,2026-08-08 22:18:40,adaptive-v7-actionable-range,ensemble,1.50x TO 5.00x,1.50,5.00,0.474435,low,pattern,adaptive,0,range has not beaten baseline,0,1.19,
2026-08-08 22:18:48,2026-08-08 22:18:41,5480,5481,2026-08-08 22:18:48,adaptive-v7-actionable-range,baseline,1.00x TO 2.00x,1.00,2.00,0.496168,low,baseline,adaptive,0,wider range probability too low,1,1.00,1
2026-08-08 22:18:48,2026-08-08 22:18:41,5480,5481,2026-08-08 22:18:48,adaptive-v7-actionable-range,recent,1.20x TO 3.00x,1.20,3.00,0.497263,low,recent,adaptive,0,range has not beaten baseline,1,1.00,0
2026-08-08 22:18:48,2026-08-08 22:18:41,5480,5481,2026-08-08 22:18:48,adaptive-v7-actionable-range,pattern,1.20x TO 3.00x,1.20,3.00,0.496710,low,pattern,adaptive,0,range has not beaten baseline,1,1.00,0
2026-08-08 22:18:48,2026-08-08 22:18:41,5480,5481,2026-08-08 22:18:48,adaptive-v7-actionable-range,ensemble,1.20x TO 3.00x,1.20,3.00,0.490710,low,pattern,adaptive,0,range has not beaten baseline,1,1.00,0
2026-08-08 22:19:09,2026-08-08 22:18:49,5481,5482,2026-08-08 22:19:09,adaptive-v7-actionable-range,baseline,1.00x TO 2.00x,1.00,2.00,0.496260,low,baseline,adaptive,0,wider range probability too low,1,2.95,0
2026-08-08 22:19:09,2026-08-08 22:18:49,5481,5482,2026-08-08 22:19:09,adaptive-v7-actionable-range,recent,1.20x TO 3.00x,1.20,3.00,0.497251,low,recent,adaptive,0,range has not beaten baseline,1,2.95,1
2026-08-08 22:19:09,2026-08-08 22:18:49,5481,5482,2026-08-08 22:19:09,adaptive-v7-actionable-range,pattern,1.20x TO 3.00x,1.20,3.00,0.494272,low,pattern,adaptive,0,range has not beaten baseline,1,2.95,1
2026-08-08 22:19:09,2026-08-08 22:18:49,5481,5482,2026-08-08 22:19:09,adaptive-v7-actionable-range,ensemble,1.20x TO 3.00x,1.20,3.00,0.489944,low,pattern,adaptive,0,range has not beaten baseline,1,2.95,1
2026-08-08 22:19:26,2026-08-08 22:19:10,5482,5483,2026-08-08 22:19:26,adaptive-v7-actionable-range,baseline,1.00x TO 2.00x,1.00,2.00,0.496169,low,baseline,adaptive,0,wider range probability too low,1,2.13,0
2026-08-08 22:19:26,2026-08-08 22:19:10,5482,5483,2026-08-08 22:19:26,adaptive-v7-actionable-range,recent,1.20x TO 3.00x,1.20,3.00,0.497264,low,recent,adaptive,0,range has not beaten baseline,1,2.13,1
2026-08-08 22:19:26,2026-08-08 22:19:10,5482,5483,2026-08-08 22:19:26,adaptive-v7-actionable-range,pattern,1.00x TO 2.00x,1.00,2.00,0.497002,low,pattern,adaptive,0,wider range probability too low,1,2.13,0
2026-08-08 22:19:26,2026-08-08 22:19:10,5482,5483,2026-08-08 22:19:26,adaptive-v7-actionable-range,ensemble,1.00x TO 2.00x,1.00,2.00,0.486172,low,pattern,adaptive,0,wider range probability too low,1,2.13,0
2026-08-08 22:19:37,2026-08-08 22:19:27,5483,5484,2026-08-08 22:19:36,adaptive-v7-actionable-range,baseline,1.00x TO 2.00x,1.00,2.00,0.496079,low,baseline,adaptive,0,wider range probability too low,1,1.19,1
2026-08-08 22:19:37,2026-08-08 22:19:27,5483,5484,2026-08-08 22:19:36,adaptive-v7-actionable-range,recent,1.20x TO 3.00x,1.20,3.00,0.508146,low,recent,adaptive,0,range has not beaten baseline,1,1.19,0
2026-08-08 22:19:37,2026-08-08 22:19:27,5483,5484,2026-08-08 22:19:36,adaptive-v7-actionable-range,pattern,1.00x TO 2.00x,1.00,2.00,0.562706,low,pattern,adaptive,0,wider range probability too low,1,1.19,1
2026-08-08 22:19:37,2026-08-08 22:19:27,5483,5484,2026-08-08 22:19:36,adaptive-v7-actionable-range,ensemble,1.00x TO 2.00x,1.00,2.00,0.505847,low,pattern,adaptive,0,wider range probability too low,1,1.19,1
2026-08-08 22:19:52,2026-08-08 22:19:37,5484,5485,2026-08-08 22:19:52,adaptive-v7-actionable-range,baseline,1.00x TO 2.00x,1.00,2.00,0.496171,low,baseline,adaptive,0,wider range probability too low,1,1.80,1
2026-08-08 22:19:52,2026-08-08 22:19:37,5484,5485,2026-08-08 22:19:52,adaptive-v7-actionable-range,recent,1.20x TO 3.00x,1.20,3.00,0.508134,low,recent,adaptive,0,range has not beaten baseline,1,1.80,1
2026-08-08 22:19:52,2026-08-08 22:19:37,5484,5485,2026-08-08 22:19:52,adaptive-v7-actionable-range,pattern,1.20x TO 3.00x,1.20,3.00,0.515227,low,pattern,adaptive,0,range has not beaten baseline,1,1.80,1
2026-08-08 22:19:52,2026-08-08 22:19:37,5484,5485,2026-08-08 22:19:52,adaptive-v7-actionable-range,ensemble,1.20x TO 3.00x,1.20,3.00,0.500076,low,pattern,adaptive,0,range has not beaten baseline,1,1.80,1
2026-08-08 22:20:13,2026-08-08 22:19:52,5485,5486,2026-08-08 22:20:13,adaptive-v7-actionable-range,baseline,1.00x TO 2.00x,1.00,2.00,0.496263,low,baseline,adaptive,0,wider range probability too low,1,2.98,0
2026-08-08 22:20:13,2026-08-08 22:19:52,5485,5486,2026-08-08 22:20:13,adaptive-v7-actionable-range,recent,1.50x TO 3.00x,1.50,3.00,0.412179,low,recent,adaptive,0,range has not beaten baseline,1,2.98,1
2026-08-08 22:20:13,2026-08-08 22:19:52,5485,5486,2026-08-08 22:20:13,adaptive-v7-actionable-range,pattern,1.20x TO 3.00x,1.20,3.00,0.501947,low,pattern,adaptive,0,range has not beaten baseline,1,2.98,1
2026-08-08 22:20:13,2026-08-08 22:19:52,5485,5486,2026-08-08 22:20:13,adaptive-v7-actionable-range,ensemble,1.20x TO 3.00x,1.20,3.00,0.496129,low,pattern,adaptive,0,range has not beaten baseline,1,2.98,1
2026-08-08 22:20:57,2026-08-08 22:20:13,5486,5487,2026-08-08 22:20:57,adaptive-v7-actionable-range,baseline,1.00x TO 2.00x,1.00,2.00,0.496172,low,baseline,adaptive,0,wider range probability too low,1,20.36,0
2026-08-08 22:20:57,2026-08-08 22:20:13,5486,5487,2026-08-08 22:20:57,adaptive-v7-actionable-range,recent,1.50x TO 3.00x,1.50,3.00,0.412195,low,recent,adaptive,0,range has not beaten baseline,1,20.36,0
2026-08-08 22:20:57,2026-08-08 22:20:13,5486,5487,2026-08-08 22:20:57,adaptive-v7-actionable-range,pattern,1.00x TO 2.00x,1.00,2.00,0.532363,low,pattern,adaptive,0,wider range probability too low,1,20.36,0
2026-08-08 22:20:57,2026-08-08 22:20:13,5486,5487,2026-08-08 22:20:57,adaptive-v7-actionable-range,ensemble,1.00x TO 2.00x,1.00,2.00,0.496781,low,pattern,adaptive,0,wider range probability too low,1,20.36,0
2026-08-08 22:21:36,2026-08-08 22:20:59,5487,5488,2026-08-08 22:21:36,adaptive-v7-actionable-range,baseline,1.00x TO 2.00x,1.00,2.00,0.496082,low,baseline,adaptive,0,wider range probability too low,1,13.38,0
2026-08-08 22:21:36,2026-08-08 22:20:59,5487,5488,2026-08-08 22:21:36,adaptive-v7-actionable-range,recent,1.50x TO 3.00x,1.50,3.00,0.412188,low,recent,adaptive,0,range has not beaten baseline,1,13.38,0
2026-08-08 22:21:36,2026-08-08 22:20:59,5487,5488,2026-08-08 22:21:36,adaptive-v7-actionable-range,pattern,1.20x TO 3.00x,1.20,3.00,0.516973,low,pattern,adaptive,0,range has not beaten baseline,1,13.38,0
2026-08-08 22:21:36,2026-08-08 22:20:59,5487,5488,2026-08-08 22:21:36,adaptive-v7-actionable-range,ensemble,1.20x TO 3.00x,1.20,3.00,0.500640,low,pattern,adaptive,0,range has not beaten baseline,1,13.38,0
2026-08-08 22:21:50,2026-08-08 22:21:37,5488,5489,2026-08-08 22:21:50,adaptive-v7-actionable-range,baseline,1.00x TO 2.00x,1.00,2.00,0.495991,low,baseline,adaptive,0,wider range probability too low,1,1.45,1
2026-08-08 22:21:50,2026-08-08 22:21:37,5488,5489,2026-08-08 22:21:50,adaptive-v7-actionable-range,recent,1.50x TO 3.00x,1.50,3.00,0.401310,low,recent,adaptive,0,range has not beaten baseline,1,1.45,0
2026-08-08 22:21:50,2026-08-08 22:21:37,5488,5489,2026-08-08 22:21:50,adaptive-v7-actionable-range,pattern,1.20x TO 3.00x,1.20,3.00,0.516449,low,pattern,adaptive,0,range has not beaten baseline,1,1.45,1
2026-08-08 22:21:50,2026-08-08 22:21:37,5488,5489,2026-08-08 22:21:50,adaptive-v7-actionable-range,ensemble,1.20x TO 3.00x,1.20,3.00,0.496644,low,pattern,adaptive,0,range has not beaten baseline,1,1.45,1
2026-08-08 22:22:02,2026-08-08 22:21:51,5489,5490,2026-08-08 22:22:02,adaptive-v7-actionable-range,baseline,1.00x TO 2.00x,1.00,2.00,0.496083,low,baseline,adaptive,0,wider range probability too low,1,1.58,1
2026-08-08 22:22:02,2026-08-08 22:21:51,5489,5490,2026-08-08 22:22:02,adaptive-v7-actionable-range,recent,1.20x TO 3.00x,1.20,3.00,0.497279,low,recent,adaptive,0,range has not beaten baseline,1,1.58,1
2026-08-08 22:22:02,2026-08-08 22:21:51,5489,5490,2026-08-08 22:22:02,adaptive-v7-actionable-range,pattern,1.00x TO 1.50x,1.00,1.50,0.387570,low,pattern,adaptive,0,wider range probability too low,1,1.58,0
2026-08-08 22:22:02,2026-08-08 22:21:51,5489,5490,2026-08-08 22:22:02,adaptive-v7-actionable-range,ensemble,1.00x TO 2.00x,1.00,2.00,0.486466,low,pattern,adaptive,0,wider range probability too low,1,1.58,1
2026-08-08 22:22:14,2026-08-08 22:22:03,5490,5491,2026-08-08 22:22:14,adaptive-v7-actionable-range,baseline,1.00x TO 2.00x,1.00,2.00,0.496175,low,baseline,adaptive,0,wider range probability too low,1,1.36,1
2026-08-08 22:22:14,2026-08-08 22:22:03,5490,5491,2026-08-08 22:22:14,adaptive-v7-actionable-range,recent,1.20x TO 3.00x,1.20,3.00,0.508161,low,recent,adaptive,0,range has not beaten baseline,1,1.36,1
2026-08-08 22:22:14,2026-08-08 22:22:03,5490,5491,2026-08-08 22:22:14,adaptive-v7-actionable-range,pattern,1.20x TO 3.00x,1.20,3.00,0.491671,low,pattern,adaptive,0,range has not beaten baseline,1,1.36,1
2026-08-08 22:22:14,2026-08-08 22:22:03,5490,5491,2026-08-08 22:22:14,adaptive-v7-actionable-range,ensemble,1.20x TO 3.00x,1.20,3.00,0.493090,low,pattern,adaptive,0,range has not beaten baseline,1,1.36,1
2026-08-08 22:22:31,2026-08-08 22:22:14,5491,5492,2026-08-08 22:22:31,adaptive-v7-actionable-range,baseline,1.00x TO 2.00x,1.00,2.00,0.496267,low,baseline,adaptive,0,wider range probability too low,1,2.20,0
2026-08-08 22:22:31,2026-08-08 22:22:14,5491,5492,2026-08-08 22:22:31,adaptive-v7-actionable-range,recent,1.20x TO 3.00x,1.20,3.00,0.508173,low,recent,adaptive,0,range has not beaten baseline,1,2.20,1
2026-08-08 22:22:31,2026-08-08 22:22:14,5491,5492,2026-08-08 22:22:31,adaptive-v7-actionable-range,pattern,1.50x TO 5.00x,1.50,5.00,0.535800,low,pattern,adaptive,0,range has not beaten baseline,0,2.20,
2026-08-08 22:22:31,2026-08-08 22:22:14,5491,5492,2026-08-08 22:22:31,adaptive-v7-actionable-range,ensemble,1.20x TO 3.00x,1.20,3.00,0.497552,low,pattern,adaptive,0,range has not beaten baseline,1,2.20,1
2026-08-08 22:22:40,2026-08-08 22:22:32,5492,5493,2026-08-08 22:22:39,adaptive-v7-actionable-range,baseline,1.00x TO 2.00x,1.00,2.00,0.496176,low,baseline,adaptive,0,wider range probability too low,1,1.00,1
2026-08-08 22:22:40,2026-08-08 22:22:32,5492,5493,2026-08-08 22:22:39,adaptive-v7-actionable-range,recent,1.20x TO 3.00x,1.20,3.00,0.519055,low,recent,adaptive,0,range has not beaten baseline,1,1.00,0
2026-08-08 22:22:40,2026-08-08 22:22:32,5492,5493,2026-08-08 22:22:39,adaptive-v7-actionable-range,pattern,1.20x TO 3.00x,1.20,3.00,0.566208,low,pattern,adaptive,0,range has not beaten baseline,1,1.00,0
2026-08-08 22:22:40,2026-08-08 22:22:32,5492,5493,2026-08-08 22:22:39,adaptive-v7-actionable-range,ensemble,1.20x TO 3.00x,1.20,3.00,0.519331,low,pattern,adaptive,0,range has not beaten baseline,1,1.00,0
2026-08-08 22:22:54,2026-08-08 22:22:40,5493,5494,2026-08-08 22:22:54,adaptive-v7-actionable-range,baseline,1.00x TO 2.00x,1.00,2.00,0.496268,low,baseline,adaptive,0,wider range probability too low,1,1.68,1
2026-08-08 22:22:54,2026-08-08 22:22:40,5493,5494,2026-08-08 22:22:54,adaptive-v7-actionable-range,recent,1.20x TO 3.00x,1.20,3.00,0.508174,low,recent,adaptive,0,range has not beaten baseline,1,1.68,1
2026-08-08 22:22:54,2026-08-08 22:22:40,5493,5494,2026-08-08 22:22:54,adaptive-v7-actionable-range,pattern,1.20x TO 3.00x,1.20,3.00,0.517833,low,pattern,adaptive,0,range has not beaten baseline,1,1.68,1
2026-08-08 22:22:54,2026-08-08 22:22:40,5493,5494,2026-08-08 22:22:54,adaptive-v7-actionable-range,ensemble,1.20x TO 3.00x,1.20,3.00,0.500979,low,pattern,adaptive,0,range has not beaten baseline,1,1.68,1
2026-08-08 22:23:03,2026-08-08 22:22:54,5494,5495,2026-08-08 22:23:03,adaptive-v7-actionable-range,baseline,1.00x TO 2.00x,1.00,2.00,0.496360,low,baseline,adaptive,0,wider range probability too low,1,1.11,1
2026-08-08 22:23:03,2026-08-08 22:22:54,5494,5495,2026-08-08 22:23:03,adaptive-v7-actionable-range,recent,1.20x TO 3.00x,1.20,3.00,0.508187,low,recent,adaptive,0,range has not beaten baseline,1,1.11,0
2026-08-08 22:23:03,2026-08-08 22:22:54,5494,5495,2026-08-08 22:23:03,adaptive-v7-actionable-range,pattern,1.20x TO 3.00x,1.20,3.00,0.504857,low,pattern,adaptive,0,range has not beaten baseline,1,1.11,0
2026-08-08 22:23:03,2026-08-08 22:22:54,5494,5495,2026-08-08 22:23:03,adaptive-v7-actionable-range,ensemble,1.20x TO 3.00x,1.20,3.00,0.497124,low,pattern,adaptive,0,range has not beaten baseline,1,1.11,0
2026-08-08 22:23:15,2026-08-08 22:23:03,5495,5496,2026-08-08 22:23:15,adaptive-v7-actionable-range,baseline,1.00x TO 2.00x,1.00,2.00,0.496451,low,baseline,adaptive,0,wider range probability too low,1,1.39,1
2026-08-08 22:23:15,2026-08-08 22:23:03,5495,5496,2026-08-08 22:23:15,adaptive-v7-actionable-range,recent,1.20x TO 3.00x,1.20,3.00,0.508175,low,recent,adaptive,0,range has not beaten baseline,1,1.39,1
2026-08-08 22:23:15,2026-08-08 22:23:03,5495,5496,2026-08-08 22:23:15,adaptive-v7-actionable-range,pattern,1.00x TO 1.50x,1.00,1.50,0.411355,low,pattern,adaptive,0,wider range probability too low,1,1.39,1
2026-08-08 22:23:15,2026-08-08 22:23:03,5495,5496,2026-08-08 22:23:15,adaptive-v7-actionable-range,ensemble,1.00x TO 2.00x,1.00,2.00,0.495639,low,pattern,adaptive,0,wider range probability too low,1,1.39,1
2026-08-08 22:23:42,2026-08-08 22:23:15,5496,5497,2026-08-08 22:23:42,adaptive-v7-actionable-range,baseline,1.00x TO 2.00x,1.00,2.00,0.496543,low,baseline,adaptive,0,wider range probability too low,1,5.00,0
2026-08-08 22:23:42,2026-08-08 22:23:15,5496,5497,2026-08-08 22:23:42,adaptive-v7-actionable-range,recent,1.20x TO 3.00x,1.20,3.00,0.519057,low,recent,adaptive,0,range has not beaten baseline,1,5.00,0
2026-08-08 22:23:42,2026-08-08 22:23:15,5496,5497,2026-08-08 22:23:42,adaptive-v7-actionable-range,pattern,1.00x TO 2.00x,1.00,2.00,0.533990,low,pattern,adaptive,0,wider range probability too low,1,5.00,0
2026-08-08 22:23:42,2026-08-08 22:23:15,5496,5497,2026-08-08 22:23:42,adaptive-v7-actionable-range,ensemble,1.00x TO 2.00x,1.00,2.00,0.508829,low,pattern,adaptive,0,wider range probability too low,1,5.00,0
2026-08-08 22:24:03,2026-08-08 22:23:43,5497,5498,2026-08-08 22:24:02,adaptive-v7-actionable-range,baseline,1.00x TO 2.00x,1.00,2.00,0.496453,low,baseline,adaptive,0,wider range probability too low,1,2.73,0
2026-08-08 22:24:03,2026-08-08 22:23:43,5497,5498,2026-08-08 22:24:02,adaptive-v7-actionable-range,recent,1.20x TO 3.00x,1.20,3.00,0.519046,low,recent,adaptive,0,range has not beaten baseline,1,2.73,1
2026-08-08 22:24:03,2026-08-08 22:23:43,5497,5498,2026-08-08 22:24:02,adaptive-v7-actionable-range,pattern,1.00x TO 2.00x,1.00,2.00,0.511041,low,pattern,adaptive,0,wider range probability too low,1,2.73,0
2026-08-08 22:24:03,2026-08-08 22:23:43,5497,5498,2026-08-08 22:24:02,adaptive-v7-actionable-range,ensemble,1.20x TO 3.00x,1.20,3.00,0.492058,low,pattern,adaptive,0,range has not beaten baseline,1,2.73,1
2026-08-08 22:24:14,2026-08-08 22:24:03,5498,5499,2026-08-08 22:24:14,adaptive-v7-actionable-range,baseline,1.00x TO 2.00x,1.00,2.00,0.496362,low,baseline,adaptive,0,wider range probability too low,1,1.36,1
2026-08-08 22:24:14,2026-08-08 22:24:03,5498,5499,2026-08-08 22:24:14,adaptive-v7-actionable-range,recent,1.20x TO 3.00x,1.20,3.00,0.519058,low,recent,adaptive,0,range has not beaten baseline,1,1.36,1
2026-08-08 22:24:14,2026-08-08 22:24:03,5498,5499,2026-08-08 22:24:14,adaptive-v7-actionable-range,pattern,1.20x TO 3.00x,1.20,3.00,0.514059,low,pattern,adaptive,0,range has not beaten baseline,1,1.36,1
2026-08-08 22:24:14,2026-08-08 22:24:03,5498,5499,2026-08-08 22:24:14,adaptive-v7-actionable-range,ensemble,1.20x TO 3.00x,1.20,3.00,0.503694,low,pattern,adaptive,0,range has not beaten baseline,1,1.36,1
2026-08-08 22:24:23,2026-08-08 22:24:15,5499,5500,2026-08-08 22:24:23,adaptive-v7-actionable-range,baseline,1.00x TO 2.00x,1.00,2.00,0.496454,low,baseline,adaptive,0,wider range probability too low,1,1.05,1
2026-08-08 22:24:23,2026-08-08 22:24:15,5499,5500,2026-08-08 22:24:23,adaptive-v7-actionable-range,recent,1.20x TO 3.00x,1.20,3.00,0.519071,low,recent,adaptive,0,range has not beaten baseline,1,1.05,0
2026-08-08 22:24:23,2026-08-08 22:24:15,5499,5500,2026-08-08 22:24:23,adaptive-v7-actionable-range,pattern,1.00x TO 2.00x,1.00,2.00,0.499803,low,pattern,adaptive,0,wider range probability too low,1,1.05,1
2026-08-08 22:24:23,2026-08-08 22:24:15,5499,5500,2026-08-08 22:24:23,adaptive-v7-actionable-range,ensemble,1.00x TO 2.00x,1.00,2.00,0.494734,low,pattern,adaptive,0,wider range probability too low,1,1.05,1
2026-08-08 22:24:43,2026-08-08 22:24:23,5500,5501,2026-08-08 22:24:43,adaptive-v7-actionable-range,baseline,1.00x TO 2.00x,1.00,2.00,0.496545,low,baseline,adaptive,0,wider range probability too low,1,2.78,0
2026-08-08 22:24:43,2026-08-08 22:24:23,5500,5501,2026-08-08 22:24:43,adaptive-v7-actionable-range,recent,1.20x TO 3.00x,1.20,3.00,0.508190,low,recent,adaptive,0,range has not beaten baseline,1,2.78,1
2026-08-08 22:24:43,2026-08-08 22:24:23,5500,5501,2026-08-08 22:24:43,adaptive-v7-actionable-range,pattern,1.50x TO 5.00x,1.50,5.00,0.522002,low,pattern,adaptive,0,range has not beaten baseline,0,2.78,
2026-08-08 22:24:43,2026-08-08 22:24:23,5500,5501,2026-08-08 22:24:43,adaptive-v7-actionable-range,ensemble,1.20x TO 3.00x,1.20,3.00,0.500800,low,pattern,adaptive,0,range has not beaten baseline,1,2.78,1
2026-08-08 22:25:03,2026-08-08 22:24:44,5501,5502,2026-08-08 22:25:03,adaptive-v7-actionable-range,baseline,1.00x TO 2.00x,1.00,2.00,0.496455,low,baseline,adaptive,0,wider range probability too low,1,2.62,0
2026-08-08 22:25:03,2026-08-08 22:24:44,5501,5502,2026-08-08 22:25:03,adaptive-v7-actionable-range,recent,1.20x TO 3.00x,1.20,3.00,0.519072,low,recent,adaptive,0,range has not beaten baseline,1,2.62,1
2026-08-08 22:25:03,2026-08-08 22:24:44,5501,5502,2026-08-08 22:25:03,adaptive-v7-actionable-range,pattern,1.00x TO 2.00x,1.00,2.00,0.494223,low,pattern,adaptive,0,wider range probability too low,1,2.62,0
2026-08-08 22:25:03,2026-08-08 22:24:44,5501,5502,2026-08-08 22:25:03,adaptive-v7-actionable-range,ensemble,1.20x TO 3.00x,1.20,3.00,0.489129,low,pattern,adaptive,0,range has not beaten baseline,1,2.62,1
2026-08-08 22:25:15,2026-08-08 22:25:03,5502,5503,2026-08-08 22:25:14,adaptive-v7-actionable-range,baseline,1.00x TO 2.00x,1.00,2.00,0.496365,low,baseline,adaptive,0,wider range probability too low,1,1.36,1
2026-08-08 22:25:15,2026-08-08 22:25:03,5502,5503,2026-08-08 22:25:14,adaptive-v7-actionable-range,recent,1.20x TO 3.00x,1.20,3.00,0.519084,low,recent,adaptive,0,range has not beaten baseline,1,1.36,1
2026-08-08 22:25:15,2026-08-08 22:25:03,5502,5503,2026-08-08 22:25:14,adaptive-v7-actionable-range,pattern,1.00x TO 2.00x,1.00,2.00,0.565598,low,pattern,adaptive,0,wider range probability too low,1,1.36,1
2026-08-08 22:25:15,2026-08-08 22:25:03,5502,5503,2026-08-08 22:25:14,adaptive-v7-actionable-range,ensemble,1.00x TO 2.00x,1.00,2.00,0.510633,low,pattern,adaptive,0,wider range probability too low,1,1.36,1
2026-08-08 22:25:23,2026-08-08 22:25:15,5503,5504,2026-08-08 22:25:22,adaptive-v7-actionable-range,baseline,1.00x TO 2.00x,1.00,2.00,0.496456,low,baseline,adaptive,0,wider range probability too low,1,1.00,1
2026-08-08 22:25:23,2026-08-08 22:25:15,5503,5504,2026-08-08 22:25:22,adaptive-v7-actionable-range,recent,1.20x TO 3.00x,1.20,3.00,0.529966,low,recent,adaptive,0,range has not beaten baseline,1,1.00,0
2026-08-08 22:25:23,2026-08-08 22:25:15,5503,5504,2026-08-08 22:25:22,adaptive-v7-actionable-range,pattern,1.00x TO 2.00x,1.00,2.00,0.503253,low,pattern,adaptive,0,wider range probability too low,1,1.00,1
2026-08-08 22:25:23,2026-08-08 22:25:15,5503,5504,2026-08-08 22:25:22,adaptive-v7-actionable-range,ensemble,1.00x TO 2.00x,1.00,2.00,0.495769,low,pattern,adaptive,0,wider range probability too low,1,1.00,1
2026-08-08 22:25:33,2026-08-08 22:25:23,5504,5505,2026-08-08 22:25:33,adaptive-v7-actionable-range,baseline,1.00x TO 2.00x,1.00,2.00,0.496548,low,baseline,adaptive,0,wider range probability too low,1,1.24,1
2026-08-08 22:25:33,2026-08-08 22:25:23,5504,5505,2026-08-08 22:25:33,adaptive-v7-actionable-range,recent,1.20x TO 3.00x,1.20,3.00,0.519085,low,recent,adaptive,0,range has not beaten baseline,1,1.24,1
2026-08-08 22:25:33,2026-08-08 22:25:23,5504,5505,2026-08-08 22:25:33,adaptive-v7-actionable-range,pattern,1.50x TO 5.00x,1.50,5.00,0.524866,low,pattern,adaptive,0,range has not beaten baseline,0,1.24,
2026-08-08 22:25:33,2026-08-08 22:25:23,5504,5505,2026-08-08 22:25:33,adaptive-v7-actionable-range,ensemble,1.20x TO 3.00x,1.20,3.00,0.505553,low,pattern,adaptive,0,range has not beaten baseline,1,1.24,1
2026-08-08 22:25:55,2026-08-08 22:25:34,5505,5506,2026-08-08 22:25:55,adaptive-v7-actionable-range,baseline,1.00x TO 2.00x,1.00,2.00,0.496639,low,baseline,adaptive,0,wider range probability too low,1,3.25,0
2026-08-08 22:25:55,2026-08-08 22:25:34,5505,5506,2026-08-08 22:25:55,adaptive-v7-actionable-range,recent,1.20x TO 3.00x,1.20,3.00,0.519097,low,recent,adaptive,0,range has not beaten baseline,1,3.25,0
2026-08-08 22:25:55,2026-08-08 22:25:34,5505,5506,2026-08-08 22:25:55,adaptive-v7-actionable-range,pattern,1.00x TO 2.00x,1.00,2.00,0.530698,low,pattern,adaptive,0,wider range probability too low,1,3.25,0
2026-08-08 22:25:55,2026-08-08 22:25:34,5505,5506,2026-08-08 22:25:55,adaptive-v7-actionable-range,ensemble,1.00x TO 2.00x,1.00,2.00,0.511684,low,pattern,adaptive,0,wider range probability too low,1,3.25,0
2026-08-08 22:26:19,2026-08-08 22:25:56,5506,5507,2026-08-08 22:26:19,adaptive-v7-actionable-range,baseline,1.00x TO 2.00x,1.00,2.00,0.496549,low,baseline,adaptive,0,wider range probability too low,1,3.70,0
2026-08-08 22:26:19,2026-08-08 22:25:56,5506,5507,2026-08-08 22:26:19,adaptive-v7-actionable-range,recent,1.20x TO 3.00x,1.20,3.00,0.519086,low,recent,adaptive,0,range has not beaten baseline,1,3.70,0
2026-08-08 22:26:19,2026-08-08 22:25:56,5506,5507,2026-08-08 22:26:19,adaptive-v7-actionable-range,pattern,1.50x TO 5.00x,1.50,5.00,0.489307,low,pattern,adaptive,0,range has not beaten baseline,0,3.70,
2026-08-08 22:26:19,2026-08-08 22:25:56,5506,5507,2026-08-08 22:26:19,adaptive-v7-actionable-range,ensemble,1.20x TO 3.00x,1.20,3.00,0.492030,low,pattern,adaptive,0,range has not beaten baseline,1,3.70,0
2026-08-08 22:26:31,2026-08-08 22:26:20,5507,5508,2026-08-08 22:26:30,adaptive-v7-actionable-range,baseline,1.00x TO 2.00x,1.00,2.00,0.496459,low,baseline,adaptive,0,wider range probability too low,1,1.31,1
2026-08-08 22:26:31,2026-08-08 22:26:20,5507,5508,2026-08-08 22:26:30,adaptive-v7-actionable-range,recent,1.20x TO 3.00x,1.20,3.00,0.519075,low,recent,adaptive,0,range has not beaten baseline,1,1.31,1
2026-08-08 22:26:31,2026-08-08 22:26:20,5507,5508,2026-08-08 22:26:30,adaptive-v7-actionable-range,pattern,1.20x TO 3.00x,1.20,3.00,0.512262,low,pattern,adaptive,0,range has not beaten baseline,1,1.31,1
2026-08-08 22:26:31,2026-08-08 22:26:20,5507,5508,2026-08-08 22:26:30,adaptive-v7-actionable-range,ensemble,1.20x TO 3.00x,1.20,3.00,0.503205,low,pattern,adaptive,0,range has not beaten baseline,1,1.31,1
2026-08-08 22:26:48,2026-08-08 22:26:31,5508,5509,2026-08-08 22:26:48,adaptive-v7-actionable-range,baseline,1.00x TO 2.00x,1.00,2.00,0.496550,low,baseline,adaptive,0,wider range probability too low,1,2.19,0
2026-08-08 22:26:48,2026-08-08 22:26:31,5508,5509,2026-08-08 22:26:48,adaptive-v7-actionable-range,recent,1.20x TO 3.00x,1.20,3.00,0.519087,low,recent,adaptive,0,range has not beaten baseline,1,2.19,1
